County,District,Sex,Age,Religion,Education,Years,Households,Have you had MoH approved training on COVID-19?,Have you been involved in educating the community on COVID-19?,Your main source of Income,Have you attended a course where COVID-19 vaccination was discussed?,"Do you have access to COVID-19 vaccination materials (literature, IEC materials) for quick reference when necessary?",Do you have a designated person with knowledge on COVID-19 vaccination whom you can consult when you have a question on COVID-19 vaccination?,Concerning how the COVID-19 vaccines work to prevent infection,To what extent do you think you are well-informed enough about COVID-19 vaccine to sensitize your family/ community members?,Do you know what the COVID-19 vaccine contains?,What should the people who have received the COVID-19 vaccine do?,The effectiveness of COVID-19 vaccines in preventing infection:,People who have already suffered COVID-19 infection:,ACQ1: Attitude on Contextual Influences,ACQ2: Attitude on Contextual Influences,ACQ3: Attitude on Contextual Influences,ACQ4: Attitude on Contextual Influences,ACQ5: Attitude on Contextual Influences,ACQ6: Attitude on Contextual Influences,ACQ7: Attitude on Contextual Influences,AIQ1: Attitude on Individual and Group Influences,AIQ12: Attitude on Individual and Group Influences,AIQ3: Attitude on Individual and Group Influences,AIQ4: Attitude on Individual and Group Influences,AIQ5: Attitude on Individual and Group Influences,AIQ6: Attitude on Individual and Group Influences,AVSQ1: Attitude on Vaccine safety and vaccination specific issues,AVSQ2: Attitudeon  Vaccine safety and vaccination specific issues,AVSQ3: Attitude on Vaccine safety and vaccination specific issues,AVSQ4: Attitude on Vaccine safety and vaccination specific issues,AVSQ5: Attitude on Vaccine safety and vaccination specific issues,AVSQ6: Attitude on Vaccine safety and vaccination specific issues,Source,Information
Nairobi,Langata,Female,25-35 years,Catholic,Primary,3-5 years,21-50,Yes,Yes,CHV work,No,Yes,No,I can explain to the community how the vaccines work,Small extent,Yes,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,Radio/TV,Internet,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Not too much,Radio/TV,Internet
Nairobi,Langata,Female,25-35 years,Catholic,Others,Less than 3 years,More than 50,Yes,Yes,CHV work,Yes,No,Yes,I can explain to the community how the vaccines work,Average extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,IEC materials from MoH,Fellow health workers,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Very confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,IEC materials,Fellow health workers
Nairobi,Langata,Female,Above 35 years,Catholic,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,Yes,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Very confident,Not too much,The government might not be able to ensure enough supply of the vaccine and therefore result in a more negative effect,Very much,Social media,Fellow health workers
Nairobi,Langata,Female,25-35 years,Catholic,Others,Less than 3 years,More than 50,Yes,Yes,Other non-formal employment,Yes,No,No,I can explain to the community how the vaccines work,Average extent,Yes,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Radio/TV,Other (Explain),No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Somehow confident,Not too much,The vaccine might cause chronic diseases,Somewhat,Radio/TV,Other
Nairobi,Westlands,Female,Above 35 years,Catholic,Secondary,3-5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,Somewhat,The government might not be able to ensure enough supply of the vaccine and therefore result in a more negative effect,Not too much,Radio/TV,Fellow health workers
Nairobi,Langata,Female,Above 35 years,Catholic,Others,Above 5 years,21-50,Yes,Yes,Other non-formal employment,Yes,No,Yes,I can explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Community meetings,Fellow health workers,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Very confident,Don't know,The government might not be able to ensure enough supply of the vaccine and therefore result in a more negative effect,Somewhat,Community meetings,Fellow health workers
Nairobi,Westlands,Female,25-35 years,Protestant,Secondary,Less than 3 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Average extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,IEC materials from MoH,Fellow health workers,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Somehow confident,Not too much,The government might not be able to ensure enough supply of the vaccine and therefore result in a more negative effect,Somewhat,IEC materials,Fellow health workers
Nairobi,Langata,Female,25-35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Very confident,Very much,"1,2,5",Not too much,Social media,Fellow health workers
Nairobi,Westlands,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Somehow confident,Somewhat,"3,7,8",Not too much,Social media,Fellow health workers
Nairobi,Langata,Female,Above 35 years,Protestant,Primary,Above 5 years,More than 50,Yes,Yes,CHV work,Yes,No,No,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Very confident,Very much,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Nairobi,Kasarani,Female,25-35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,"2 ,5",Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Somehow confident,Somewhat,The vaccine might cause chronic diseases,Somewhat,Radio/TV/IEC/Community meeting,Fellow health workers
Nairobi,Westlands,Female,Above 35 years,Protestant,Secondary,3-5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Somehow confident,Not too much,"1,7,8",Not too much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,25-35 years,Others,Secondary,Less than 3 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,Yes,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Very confident,Very much,Vaccine is only given to people who are seriously infected with the virus,Very much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Protestant,Primary,Above 5 years,21-50,No,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Very much,Social media,Fellow health workers
Nairobi,Langata,Male,18-24 years,Others,Others,Less than 3 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Average extent,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,25-35 years,Catholic,Primary,3-5 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,I do not know,Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,"2,4",Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Somehow confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV/IEC/Community meeting,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Catholic,Primary,3-5 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I can explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Social media,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Catholic,Primary,Above 5 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Average extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,4 he1lth f13ulty he1lth 31re worker1,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Catholic,Primary,Above 5 years,More than 50,No,Yes,Other non-formal employment,Yes,No,Yes,I can explain to the community how the vaccines work,Average extent,Yes,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not too much,Vaccines are not tested enough for safety,Somewhat,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Protestant,Primary,3-5 years,More than 50,No,No,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,I do not know,I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Somehow confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Protestant,Secondary,3-5 years,More than 50,No,Yes,CHV work,No,No,Yes,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,4 N/1,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Other
Nairobi,Kasarani,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,No,No,Other non-formal employment,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,Yes,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,"2,5","3,4",No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Not too much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,25-35 years,Protestant,Primary,3-5 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Protestant,Primary,3-5 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Nairobi,Embakasi West,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,No,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Very much,Social media,Fellow health workers
Nairobi,Langata,Female,25-35 years,Islam,Secondary,Above 5 years,More than 50,No,No,CHV work,No,No,Yes,I can explain to the community how the vaccines work,Average extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,IEC materials from MoH,Fellow health workers,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Not at all,The COVID-19 vaccine might weaken the immunity of the people,Not too much,IEC materials,Fellow health workers
